,单词,后缀,单词释义
1740,terminal,al 表名词， 人，物，状态,"n.终点站,终端,接线端;adj.末期,每期的,每学期的"
1741,terrain,ain 表名词， ...人,n.地形
1742,terrific,"ic 表形容词, ....的 ，有时作tic",adj.令人恐怖的
1743,terrify,"fy 表动词, ...化，成为... ，更多时候作 ify","vt.使恐怖,恐吓"
1744,territory,ry 表示集合名词,"n.领土,版图,地域"
1745,testify,"fy 表动词, ...化，成为... ，更多时候作 ify","v.证明,证实,作证"
1746,testimony,y 表名词，加在形容词或以r结尾的单词后。,"n.证词(尤指在法庭所作的),宣言,陈述"
1747,texture,ture ture在s结尾的词根后变成sure,"n.(织品的)质地,(木材,岩石等的)纹理,(皮肤)肌理,(文艺作品)结构"
1748,thanksgiving,ing 表形容词， 正...的 ， 令人...的,"n.感谢,[宗]感恩祈祷"
1749,theoretical,ical 表形容词， ...的,理论的
1750,theory,ory 表名词，指场所等,"n.理论,学说,...论,原理,意见,推测"
1751,therapy,y 表名词，加在形容词或以r结尾的单词后。,n.治疗
1752,thereby,y 表名词，加在形容词或以r结尾的单词后。,"adv.因此,从而,在那方面,在那附近"
1753,thermal,al 表名词， 人，物，状态,"adj.热的,热量的"
1754,thermometer,er 表动词， 反复做,"n.温度计,体温计"
1755,thinking,ing 表形容词， 正...的 ， 令人...的,n.思想
1756,thirsty,ty 表名词，用在形容词后，把形容词变成名词,"adj.口渴的,渴望的,热望的"
1757,thoughtful,"ful 表形容词, 有...的","adj.深思的,有思想性的,体贴的,关切的"
1758,threaten,en 表动词， 变成,"vt.恐吓,威胁,预示(危险),似有发生或来临的可能,可能来临"
1759,thrive,"ive 表形容词，根据不同的单词结尾可分sive, ative, ive, itive","v.兴旺,繁荣,茁壮成长,旺盛"
1760,thunder,er 表动词， 反复做,"n.雷,雷声,轰隆声;vi.打雷,雷鸣"
1761,tidy,y 表名词，加在形容词或以r结尾的单词后。,"n.椅子的背罩,装杂碎的容器;adj.整齐的,整洁的,精简的;vt.弄整齐,收拾,整理;vi.整理,收拾;adj.<口>可观的,相当大的"
1762,timber,er 表动词， 反复做,"n.木材,木料"
1763,timely,ly 表形容词，通常加在名词后。,"adj.及时的,适时的"
1764,toast,ast 表名词， ...人，物,"n.烤面包(片),吐司面包,干杯;vt.敬酒,烤(面包等),使暖和;vi.烤暖,烤火,烘"
1765,token,en 表动词， 变成,"n.表示,向征,记号,代币;adj.象征的,表意的"
1766,tolerant,ant 表形容词， ...的,"adj.容忍的,宽恕的,有耐药力的"
1767,tolerate,ate 表动词， 做，造成,"vt.忍受,容忍"
1768,topic,"ic 表形容词, ....的 ，有时作tic","n.话题,主题"
1769,torture,ture ture在s结尾的词根后变成sure,"n.折磨,痛苦,拷问,拷打;vt.拷问,曲解,折磨,使弯曲"
1770,towel,el 表名词， 人或物,"n.手巾,毛巾;v.用毛巾擦"
1771,tractor,or 表名词， 人或物器 ，在一些词根前写成 ator,n.拖拉机
1772,tradition,ition 表名词， 行为过程，状态,"n.传统,惯例"
1773,tragedy,y 表名词，加在形容词或以r结尾的单词后。,"n.悲剧,惨案,悲惨,灾难"
1774,trait,it 表名词，通常是抽象名词,"n.显著的特点,特性"
1775,transaction,on 表名词，指人、物和一些物理学上的名词,"n.办理,处理,会报,学报,交易,事务,处理事务"
1776,transfer,er 表动词， 反复做,"n.迁移,移动,传递,转移,调任,转帐,过户,转让;vt.转移,调转,调任,传递,转让,改变;vi.转移,转学,换车"
1777,transient,ent 表形容词， ...的,"adj.短暂的,瞬时的;n.瞬时现象"
1778,transistor,or 表名词， 人或物器 ，在一些词根前写成 ator,n.[电子]晶体管
1779,transition,ition 表名词， 行为过程，状态,"n.转变,转换,跃迁,过渡,变调"
1780,translation,ion 表名词， 动作或状态 分为 sion和tion两种,"n.翻译,译文,转化,调任,转换[物][数]平移"
1781,transmission,ion 表示 某种物，用品,"n.播送,发射,传动,传送,传输,转播"
1782,transmit,it 表名词，通常是抽象名词,"vt.传输,转送,传达,传导,发射,遗传,传播;vi.发射信号,发报"
1783,transplant,ant 表形容词， ...的,"v.移植,移种,移民,迁移;n.移植,被移植物,移居者"
1784,transportation,ation 表名词， 行为，过程，结果,"n.运输,运送"
1785,tray,y 表名词，加在形容词或以r结尾的单词后。,"n.盘,碟,盘子"
1786,treaty,ty 表名词，用在形容词后，把形容词变成名词,"n.条约,谈判"
1787,tremendous,ous 表形容词，通常放在一个完整的单词后，表示 ...的,"adj.极大的,巨大的"
1788,trial,ial 表形容词， 有...的,"n.试验,考验,审讯,审判"
1789,trigger,er 表动词， 反复做,"vt.引发,引起,触发;n.板机"
1790,trivial,ial 表形容词， 有...的,"adj.琐细的,价值不高的,微不足道的"
1791,tropical,ical 表形容词， ...的,"adj.热带的,热情的"
1792,troublesome,some 表形容词， 充满...的，具有...倾向的,"adj.麻烦的,讨厌的,棘手的"
1793,truly,ly 表形容词，通常加在名词后。,"adv.真实地,不假"
1794,trumpet,et 表名词， 小东西,n.喇叭
1795,tuition,ition 表名词， 行为过程，状态,n.学费
1796,tunnel,el 表名词， 人或物,"n.隧道,地道"
1797,turbulent,ent 表形容词， ...的,"adj.狂暴的,吵闹的"
1798,turnover,er 表动词， 反复做,"n.翻覆,翻折,半圆卷饼,流通量,营业额,周转;adj.有一部分翻转的,可翻转的"
1799,twist,ist 表名词， 表示信仰者，专家或从事人,"n.一扭,扭曲,盘旋,曲折,歪曲,手法,螺旋状;vt.拧,扭曲,绞,搓,捻,使苦恼,使转动,编织;vi.扭弯,扭曲,缠绕,扭动,呈螺旋形"
1800,typewriter,er 表动词， 反复做,n.打字机
1801,typical,al 表形容词， ...的,"adj.典型的,象征性的"
1802,ugly,ly 表形容词，通常加在名词后。,"adj.丑陋的,难看的"
1803,ultraviolet,let 表示 小,"adj.紫外线的,紫外的;n.紫外线辐射"
1804,unanimous,ous 表形容词，通常放在一个完整的单词后，表示 ...的,"adj.意见一致的,无异议的"
1805,uncover,er 表动词， 反复做,"vt.揭开,揭露;v.揭示"
1806,undergo,o 表名词，用于音乐术语,"vt.经历,遭受,忍受"
1807,underline,ine 表形容词， ...的,"vt.在...下面划线,作...的衬里,加下划线,强调;n.下划线"
1808,underlying,ing 表形容词， 正...的 ， 令人...的,"adj.在下面的,根本的,潜在的,[商]优先的"
1809,underneath,th 表名词，通常指抽象名词,adv.在下面;prep.在...的下面
1810,undo,o 表名词，用于音乐术语,"vt.解开,松开;v.取消,撤消"
1811,undoubtedly,y 表名词，加在形容词或以r结尾的单词后。,"adv.无庸置疑地,的确地"
1812,uneasy,y 表名词， 人或小东西 常带有嬉谑性和爱称。,"adj.心神不安的,不自在的,不稳定的,不舒服的;adv.心神不安地,不自在地,不稳定地"
1813,unfold,fold 表形容词或副词， 倍，双重,"vt.打开,显露,开展,阐明;vi.伸展,开花,呈现;vt.放(羊)出栏"
1814,unfortunately,ly 表形容词，通常加在名词后。,adv.不幸地
1815,unify,y 表名词，加在形容词或以r结尾的单词后。,"vt.统一,使成一体"
1816,unite,ite 表形容词， 有...的,"v.联合,团结"
1817,unity,ity 表名词，指具备某种性质,"n.团结,联合,统一,一致"
1818,universal,al 表名词， 人，物，状态,"adj.普遍的,全体的,通用的,宇宙的,世界的"
1819,unless,less 表形容词， 无...的，不...的,"conj.如果不,除非"
1820,unlike,like 表形容词， 像...一样,"adj.不同的,不相似的;prep.不象...,和...不同"
1821,unload,ad 表名词， ...东西，状态,"vi.卸货,退子弹;vt.摆脱...之负担,倾销,卸"
1822,unusual,al 表名词， 人，物，状态,"adj.不平常的,与众不同的,不寻常的"
1823,upgrade,"ade 表名词, 表示 状态，物品","n.升级,上升,上坡;adv.往上;vt.使升级,提升,改良品种"
1824,upper,er 表动词， 反复做,"adj.上面的,上部的,较高地位的"
1825,upset,et 表示 小,"vt.颠覆,推翻,扰乱,使不适,使心烦;vi.翻倒,倾覆;n.翻倒,混乱"
1826,urban,an 表名词和形容词， ...地方，...人,"adj.城市的,市内的"
1827,urgent,ent 表形容词， ...的,"adj.急迫的,紧急的"
1828,usage,age 表示： 费用,"n.使用,用法"
1829,utility,ty 表名词，用在形容词后，把形容词变成名词,"n.效用,有用"
1830,utmost,most 表形容词， 最...的,"n.极限,最大可能,极力;adj.极度的,最远的"
1831,utter,er 表动词， 反复做,"adj.全然的,绝对的;vt.发出,做声,发表,发射,流通"
1832,vacation,ation 表名词， 行为，过程，结果,"n.假期,休假,(房屋等的)腾出;v.<美>度假,休假"
1833,vain,ain 表名词， ...人,"adj.徒然的,无益的,虚荣的,空虚的,自负的,愚蠢的"
1834,valid,id 表形容词， 如...的,"adj.[律]有效的,有根据的,正当的,正确的"
1835,van,an 表名词和形容词， ...地方，...人,"n.有篷货车,先锋,前驱,前卫;vt.用车搬运"
1836,variable,able 表形容词， 可...的，能...,"n.[数]变数,可变物,变量;adj.可变的,不定的,易变的,[数]变量的"
1837,variation,ion 表名词， 动作或状态 分为 sion和tion两种,"n.变更,变化,变异,变种,[音]变奏,变调"
1838,variety,ty 表名词，用在形容词后，把形容词变成名词,"n.变化,多样性,种种,品种,种类"
1839,vary,ary 表名词， 人，场所，物,"vt.改变,变更,使多样化;vi.变化,不同,违反"
1840,vast,ast 表名词， ...人，物,"adj.巨大的,辽阔的,大量的,巨额的"
1841,vegetation,on 表名词，指人、物和一些物理学上的名词,"n.[植]植被,(总称)植物、草木,(植物的)生长、呆板单调的生活"
1842,velocity,ity 表名词，指具备某种性质,"n.速度,速率,迅速,周转率"
1843,velvet,et 表示 小,"n.天鹅绒,柔软,光滑;adj.天鹅绒的,柔软的,光滑的"
1844,ventilate,ate 表形容词， 具有...的,"vt.使通风,给...装通风设备"
1845,verbal,al 表名词， 人，物，状态,adj.口头的
1846,verify,"fy 表动词, ...化，成为... ，更多时候作 ify","vt.检验,校验,查证,核实;[计]打开或关闭文件的读写校验"
1847,version,ion 表名词， 动作或状态 分为 sion和tion两种,"n.译文,译本,翻译"
1848,vertical,ical 表形容词， ...的,"adj.垂直的,直立的,顶点的,[解]头顶的;n.垂直线,垂直面,竖向"
1849,vessel,el 表名词， 人或物,"n.船,容器,器皿,脉管,导管"
1850,veto,o 表名词，用于音乐术语,"n.否决,禁止,否决权;vt.否决,禁止"
1851,vibrate,ate 表形容词， 具有...的,"v.(使)振动,(使)摇摆"
1852,vice,ice 表名词， 行为，状态,"n.恶习,恶行,坏脾气,罪恶,堕落,老虎钳,缺点,缺陷;vt.钳住;prep.代替"
1853,vicinity,ity 表名词，指具备某种性质,"n.邻近,附近,接近"
1854,vicious,ous 表形容词，通常放在一个完整的单词后，表示 ...的,"adj.恶的,不道德的,恶意的,刻毒的,堕落的,品性不端的,有错误的"
1855,video,o 表名词，用于音乐术语,"n.电视,录象,视频"
1856,vigorous,ous 表形容词，通常放在一个完整的单词后，表示 ...的,"adj.精力旺盛的,有力的,健壮的"
1857,vinegar,ar 表形容词， ...的,n.醋
1858,violence,ence 表名词， 性质，状态,"n.猛烈,强烈,暴力,暴虐,暴行,强暴"
1859,violent,ent 表形容词， ...的,"adj.猛烈的,激烈的,暴力引起的,强暴的"
1860,violet,et 表示 小,n.紫罗兰;adj.紫罗兰色的
1861,virtual,al 表名词， 人，物，状态,"adj.虚的,实质的,[物]有效的,事实上的"
1862,virtually,ly 表形容词，通常加在名词后。,"adv.事实上,实质上"
1863,visible,ible 形容词 能...的,"adj.看得见的,明显的,显著的;n.可见物"
1864,vision,ion 表名词， 动作或状态 分为 sion和tion两种,"n.视力,视觉,先见之明,眼力,想象力,幻想,幻影,景象;vt.梦见,想象,显示"
1865,visual,al 表名词， 人，物，状态,"adj.看的,视觉的,形象的,栩栩如生的"
1866,vital,al 表名词， 人，物，状态,"adj.生死攸关的,重大的,生命的,生机的,至关重要的,所必需的"
1867,vivid,id 表形容词， 如...的,"adj.生动的,鲜明的,鲜艳的,大胆的,清晰的,活泼的,逼真的"
1868,vocabulary,ry 表示集合名词,"n.词汇,词汇量,词表"
1869,vocal,al 表形容词， ...的,"adj.发嗓音的,声音的,有声的,歌唱的;n.元音,声乐作品"
1870,void,id 表形容词， 如...的,"n.空间,空旷,空虚,怅惘;adj.空的,无人的,空闲的,无效的,无用的,没有的"
1871,volcano,o 表名词，用于音乐术语,n.火山
1872,voltage,"age 名词后缀,表示 状态，总称","n.[电工]电压,伏特数"
1873,voluntary,ary 表名词， 人，场所，物,"adj.自动的,自愿的,主动的,故意的,非官办的,志愿的,自发的"
1874,volunteer,er 表动词， 反复做,"n.志愿者,志愿兵;adj.志愿的,义务的,无偿的;v.自愿"
1875,vulgar,ar 表形容词， ...的,"adj.粗俗的,庸俗的,普通的,通俗的,本土的;n.<古>平民,百姓"
1876,wagon,on 表名词，指人、物和一些物理学上的名词,"n.四轮马车,货车;v.用马车运输货物"
1877,waken,en 表动词， 变成,vi.醒来;vt.唤醒
1878,wallet,et 表示 小,"n.皮夹,钱夹,钓鱼带"
1879,ward,ward 表形容词+副词， 向...,"n.守卫,保卫,保护,牢房,病房,行政区,监护,锁孔;vt.守护,保卫,防止,挡住,躲开,避免"
1880,warmth,th 表名词，通常指抽象名词,"n.暖和,温暖,热心,热情"
1881,waterproof,proof 表形容词， 防...的,"adj.防水的,不透水的"
1882,weaken,en 表动词， 变成,"v.削弱,(使)变弱"
1883,wealth,th 表名词，通常指抽象名词,"n.财富,财产,大量"
1884,wealthy,y 表名词，加在形容词或以r结尾的单词后。,"adj.富有的,丰裕的,充分的;n.富人,有钱人"
1885,weary,ary 表名词， 人，场所，物,"adj.疲倦的,厌倦的,令人厌烦的,疲劳;v.疲倦,厌倦,厌烦"
1886,weekly,ly 表形容词，通常加在名词后。,"adj.每星期的,一周的;adv.每周一次;n.周刊,周报"
1887,whatsoever,er 表动词， 反复做,pron.任何，无论什么（用于否定句中以加强语气）
1888,whereby,y 表名词，加在形容词或以r结尾的单词后。,"adv.凭什么,为何"
1889,whisper,er 表动词， 反复做,"n.耳语,私语,密谈,谣传,飒飒的声音;vi.耳语,密谈,飒飒地响;vt.低声说"
1890,whoever,er 表动词， 反复做,"pron.任何人,无论谁"
1891,wholly,ly 表形容词，通常加在名词后。,"adv.整个,统统,全部,专门地"
1892,widen,en 表动词， 变成,"v.加宽,放宽,扩展"
1893,width,th 表名词，通常指抽象名词,"n.宽度,宽广,广博,有一定宽度的东西(如一快布料等)"
1894,wit,it 表名词，通常是抽象名词,"n.智力,才智,智慧"
1895,witness,"ness 表名词， 性质, 状态， 通常加在形容词后面","n.[律]证人,目击者,证据,证明,证词;vt.目击,为...作证,证明,表明;vi.作证,成为证据"
1896,workman,an 表名词和形容词， ...地方，...人,"n.工人,工匠,男工"
1897,worship,ship 表示某种技能,"n.崇拜,礼拜,尊敬;vi.敬神,拜神;vt.崇拜,尊敬"
1898,worthless,ess 表名词， 女性，雌性,"adj.无价值的,无益的"
1899,worthy,y 表名词，加在形容词或以r结尾的单词后。,"n.杰出人物,知名人士;adj.有价值的,应...的,可敬的,值得的,相称的"
1900,wrist,ist 表名词， 表示信仰者，专家或从事人,"n.手腕,腕关节"
1901,writer,er 表动词， 反复做,"n.作者,作家,复写器"
1902,X-ray,y 表名词，加在形容词或以r结尾的单词后。,X-raysX光，X射线
1903,yearly,ly 表形容词，通常加在名词后。,adj.每年的;adv.每年
1904,youngster,ster 表名词， ...人 ,"n.年青人,少年"
